Recipes_name,Ingredients,Recipes,Flavor,Difficulty,Estimated Cooking Time
(Rice Cooker Cowpea Rice,High-gluten flour; yeast; egg; sugar; salt; milk; egg wash; sausage; butter; tomato salad dressing,"Step 1: Mix milk, egg, sugar, and yeast. Step 2: Add flour and salt, stir until smooth, then add butter and knead into dough. Step 3: Brush oil, refrigerate for 1 hour. Step 4: Let dough rise until doubled (about 1 hour). Step 5: Press out air, divide into 12 balls. Step 6: Proof for 30 min until 1.5x size. Step 7: Press in sausage, brush egg wash, drizzle salad and tomato sauce. Step 8: Bake at 180°C for 25 minutes.","Sweet, buttery, savory, soft",Medium,120min
One-pot stew - Niu Er Bao (beef & tripe),Salt; chicken essence; cowpea; rice,"Step 1: Wash rice, add slightly less water than usual. Step 2: Stir-fry cowpea lightly with salt and chicken essence. Step 3: Spread cowpea on top of rice. Step 4: Add the same water used for rice, stir gently to mix flavors. Step 5: Cook with normal rice cooker mode until done.","Savory, mild, homely, fragrant",Easy,40min
Electric Rice Cooker Chicken Pot,Soy sauce; garlic; rice wine; sesame oil; chicken thigh; dark soy sauce; ginger,"Step 1: Debone chicken legs, blanch once. Step 2: Pan-fry until golden on both sides. Step 3: Add garlic and fry. Step 4: Add soy sauce and rice wine, stir-fry until fragrant. Step 5: Cover and simmer briefly, then serve hot.","Savory, aromatic, slightly sweet, rich",Medium,35min
Honey Char Siu (BBQ Pork),Soy sauce; salt; five-spice powder; minced meat; onion; king oyster mushroom; frozen pancake dough,"Step 1: Stir-fry meat with seasonings, thicken sauce. Step 2: Wrap filling with dough, shape into flat cakes. Step 3: Chill or freeze for later. Step 4: Pan-fry directly when needed until golden brown.","Savory, juicy, crispy, aromatic",Easy,25min
Cold Chicken Noodles with Sesame Sauce (Majiang Version),Loofah; egg; salt; oyster sauce,"Step 1: Beat eggs, scramble until nearly set, remove. Step 2: Stir-fry loofah and bell pepper with oyster sauce and salt, add a little water. Step 3: Add eggs back, mix evenly, serve with a bit of sauce left.","Light, savory, fresh, smooth",Easy,15min
Spicy Garlic Crayfish Tails (Quick Version),Pumpkin flower; salt; cooking wine; egg; soy sauce,"Step 1: Remove flower stamens, soak in salt water, rinse clean. Step 2: Blanch briefly, drain. Step 3: Beat eggs with salt and soy sauce, scramble with flowers until fragrant and cooked.","Light, floral, savory, delicate",Easy,20min
Chaoshan Oyster Omelet,Shrimp; curry paste; salt; black pepper; coconut powder; oil; onion; cherry tomato,"Step 1: Clean shrimp, season with salt and pepper. Step 2: Pan-fry briefly and remove. Step 3: Sauté onion, add curry paste. Step 4: Add coconut milk and shrimp, simmer 10 minutes with tomatoes, reduce sauce.","Spicy, creamy, aromatic, tropical",Medium,30min
Meat and Egg Patty,Zucchini; egg; flour; carrot; sausage,"Step 1: Shred vegetables, season, rest 5 minutes. Step 2: Add egg and flour, mix. Step 3: Pan-fry small pancakes until golden on both sides. Serve warm.","Savory, soft, hearty, mild",Easy,25min
No-Knead Whole Wheat European Bread,Eggplant; garlic; fermented bean paste; oil,"Step 1: Cut eggplant into chunks, soak to prevent browning. Step 2: Sauté garlic until fragrant. Step 3: Add eggplant, stir-fry with water until soft. Step 4: Add bean paste, stir until flavorful and slightly saucy.","Savory, garlicky, umami, home-style",Easy,30min
Oil-Marinated Bell Peppers,Beef brisket; tomato; ginger; star anise; cooking wine; salt; bay leaf; cinnamon; sugar; rice noodles,"Step 1: Blanch beef, rinse clean. Step 2: Caramelize sugar, stir-fry beef until coated. Step 3: Add spices, soy sauce, and wine, simmer with hot water 1 hour. Step 4: Add tomatoes near end. Step 5: Cook rice noodles, combine with beef and broth, top with lettuce and fresh tomatoes.","Rich, savory, slightly sweet, hearty",Hard,90min
Noodles with soybean paste,Pork mince; sweet bean paste; yellow soybean paste,"Step 1: Dice the pork and soak wood ear mushrooms. Beat eggs and fry into small pieces. Heat oil, add peppercorns and star anise, fry until fragrant, remove. Add ginger and scallion, then pork mince, soy sauce, and cooking wine. Remove ginger slices, set aside.
Step 2: Mix sweet bean paste and yellow soybean paste 1:1, add a tiny bit of vinegar and Pixian chili bean paste (optional), dilute with water.
Step 3: Heat oil, pour in sauce, stir constantly on low heat for 3 minutes until thick. Add the cooked ingredients and a bit of water, simmer 10 minutes. Serve with noodles.","Savory, rich, slightly sweet, umami",Medium,30min
Milk and coconut cubes,Milk; sugar; cornstarch; shredded coconut,"Step 1: Prepare all ingredients. Step 2: Mix milk, sugar, and cornstarch, heat on low, stir until thick. Step 3: Pour into container, chill 5 hours. Step 4: Cut into cubes, coat with shredded coconut, serve cold.","Sweet, creamy, coconut flavor, smooth",Easy,20min
Braised beef brisket,Beef brisket; scallion; garlic; star anise; cinnamon; rock sugar; Pixian bean paste; soy sauce; cooking wine,"Step 1: Boil beef brisket with scallion, ginger, and cooking wine, remove scum. Step 2: Heat oil, melt rock sugar until caramelized, add beef, stir-fry with garlic and ginger. Step 3: Add bean paste, soy sauces, stir, then move to rice cooker. Step 4: Add hot water, scallion, spice bag, simmer 1 hour, season to taste.","Savory, spicy, aromatic, hearty",Hard,90min
Cantonese-style beef offal and radish casserole,Beef brisket; tripe; omasum; lung; intestine; stomach,"Step 1: Clean all beef offal thoroughly with salt and starch, rinse well. Step 2: Blanch all offal and beef brisket. Step 3: Stir-fry with garlic, ginger, and seasonings (soy sauces, chili paste, oyster sauce, five spice). Step 4: Cook in pressure cooker 30 minutes, then combine with radish and vegetables to simmer together. Serve hot with dipping sauce.","Spicy, rich, complex, umami",Hard,120min
Flavored eggplant,Eggplant; scallion; garlic; chili; peppercorn; soy sauce; vinegar; starch; honey,"Step 1: Cut eggplant, coat with starch. Step 2: Deep fry until slightly golden. Step 3: Stir-fry with chili, peppercorn, garlic, add soy sauce, vinegar, sugar, honey. Step 4: Toss with sesame and cilantro, serve.","Spicy, tangy, slightly sweet, aromatic",Medium,35min
Mushroom chicken wings,Chicken wings; shiitake; ginger; garlic; soy sauce; sugar; star anise; cooking wine,"Step 1: Soak mushrooms, blanch wings. Step 2: Heat oil, melt sugar, fry wings until golden. Step 3: Add seasonings and water, simmer 40 minutes until soft, reduce sauce. Adjust salt and serve.","Savory, slightly sweet, rich, aromatic",Medium,50min
Stir-fried Pork Kidney with Pickled Chili,Beef; tripe; carrot; mushroom; bell pepper; ginger; chili sauce; oyster sauce; soy sauce,"Step 1: Prepare ingredients. Step 2: Mix sauces (bean paste, chili paste, oyster sauce, soy sauce). Step 3: Cook in pressure cooker 20 minutes. Step 4: Stir-fry with bell peppers for 2–3 minutes, serve hot.","Spicy, savory, hearty, umami",Medium,45min
[Quick and easy recipe] Super healthy 10-minute chicken rolls,Chicken breast; bell pepper; ginger; garlic; soy sauce; salt; black pepper; tortilla,"Step 1: Cut all ingredients. Step 2: Stir-fry chicken until cooked. Step 3: Add garlic, pepper, soy sauce. Step 4: Heat tortilla directly in pan, wrap with filling, serve warm.","Light, savory, fresh, mildly spicy",Easy,15min
Steamed Bian Fish,Bian fish,"Step 1: Choose fresh bian fish—firm scales, bright eyes, red gills, and lively movement are ideal. Clean, gut, and remove the black membrane, then pat dry. Rub evenly with salt and a little cooking wine, top with ginger and scallion, and marinate for 15 minutes. Step 2: Line the steaming plate with ginger and scallion, place the fish on top. Step 3: Steam on high heat for 8–10 minutes, depending on size. Step 4: Remove excess liquid and garnish with fresh scallion. Step 5: Pour soy sauce for steamed fish over it, then drizzle with smoking-hot oil to release aroma. Step 6: Optional—add coriander. Turn over and enjoy the tender, fragrant fish.","Fresh, tender, aromatic, light",Easy,20min
Mint Milk Green Tea,Jasmine tea; Hot water (75°C); Milk; Evaporated milk or creamer; Mint syrup; Ice cubes,"Step 1: Steep jasmine tea in 75°C hot water for 7 minutes and strain. Step 2: Add ice to lock in aroma (about 250ml total). Step 3: Add milk, evaporated milk, and mint syrup, stir well. Step 4: Pour over ice in serving glass. Step 5: Enjoy this refreshing summer drink.","Refreshing, minty, milky, light",Easy,10min
Steamed Buns with Cowpea Filling,Chicken thighs; Celery; Potato,"Step 1: Debone chicken, soak to remove blood, then marinate with scallion, ginger, garlic, white pepper, Sichuan pepper, cooking wine, salt, and soy sauce. Step 2: In a rice cooker, add a thin oil layer, then peppercorns, star anise, bay leaf, dried chili, followed by chicken, potato, celery, enoki mushrooms, konjac, tofu skin, chili, wood ear, douban paste, oyster sauce, and soy sauce. Step 3: Add water and start the cook mode until done.","Spicy, savory, rich, homestyle",Medium,40
Dry Pot Pork Belly,Pork belly; Potato; Dried stem lettuce (optional); Green chili; Douban paste; Soy sauce; Sichuan pepper; Fermented black beans; Salt; Garlic,"Step 1: Slice potato, soak and drain stem lettuce, slice chili. Prepare aromatics: pepper, black beans, minced garlic, 1 spoon douban paste. Step 2: Fry pork belly until golden and fat renders. Step 3: Push pork aside, fry aromatics until fragrant. Step 4: Add potato slices, stir-fry until tender. Step 5: Add salt sparingly (since douban paste and beans are salty). Step 6: Tilt the pan, drain some oil, stir-fry chili until blistered, then mix everything together and serve hot.","Spicy, smoky, rich, crispy",Medium,30
Typhoon Shelter Chicken Wings,Chicken wings; Typhoon shelter seasoning; Scallion; Ginger; White pepper; Potato starch; Soy sauce; Cooking wine,"Step 1: Cut chicken wings, marinate with scallion, ginger, wine, salt, white pepper, and soy sauce for 1–2 hours. Step 2: Coat lightly with potato starch. Step 3: Deep fry or pan-sear until golden. Step 4: Stir-fry scallion and ginger, add typhoon shelter mix, and toss in wings until evenly coated. Step 5: Serve hot.","Crispy, garlicky, savory, aromatic",Medium,35
Spring Water Beef,Beef shank; Onion; Ginger; Spice pack; Green onion,"Step 1: Soak beef shank 30 minutes, cut, and parboil with ginger and onion, skimming foam. Step 2: When broth clears, add onion and spice bag (bay leaf, star anise, etc.), simmer for 1.5 hours. Step 3: Remove beef, strain broth. Step 4: Chill beef, then slice thin. Step 5: Reheat half broth + half spring water in a clay pot, add pickled chili, salt, sliced beef, cook 10 minutes, then add white pepper and celery bits. Tangy, clear, and rich in flavor.","Savory, clean, herbal, nourishing",Medium,90
Steamed Beef with Pickled Mustard,Beef; Ginger; Oil; Soy sauce; Pickled mustard; Starch,"Step 1: Slice beef thin, marinate briefly with soy sauce and salt, spread flat on a plate, and top with pickled mustard. Step 2: Steam over boiling water for 3–4 minutes (depending on thickness). Step 3: Simple, quick, and oil-free.","Savory, tangy, light, delicate",Easy,15
Lean Pork Soup,Char siu sauce; Pork shoulder; Soy sauce; Dark soy sauce; Oyster sauce; White pepper; Garlic; Ginger,"Step 1: Cut pork into 1.5cm-thick strips, pat dry, and marinate with all ingredients for at least 3 hours or overnight. Step 2: Preheat oven to 200°C, roast for 15 min, flip, brush with honey water, roast another 15 min. Step 3: Flip again, brush honey water, roast at 230°C for 5 min. Step 4: Slice and serve.","Sweet, smoky, glazed, savory",Medium,45
Braised Beef Brisket Pot,"Beef brisket; Oyster sauce; Soy sauce; Salt; Rock sugar; Cooking wine; Spice mix (bay leaf, angelica, astragalus, goji berry); Green onion; Ginger; Shallots","Step 1: Soak beef to remove blood, boil with onion, ginger, and wine, skim foam. Step 2: Fry aromatics in oil, add beef, reduce moisture, stir-fry with oyster sauce, soy sauce, and spices until coated. Step 3: Add stock to a clay pot, simmer 2 hours until tender and flavorful. Step 4: Sauce should be slightly thick when done.","Deep, rich, herbal, umami",Medium,120
Homemade Steamed Pork Buns,Flour; Warm water; Pork; Scallion; Salt; Soy sauce; Sichuan pepper; Thirteen-spice seasoning,"Step 1: Mix 500g flour with 260g warm water, a little sugar, knead 10 min until smooth, rest 30 min. Step 2: Prepare filling with pork, peppercorn water, salt, soy sauce, and cooked oil, then add scallion. Step 3: Shape 60g dough pieces, wrap filling, rest 20 min, then steam 25 min from cold water, let sit 5 min before removing.","Soft, savory, fluffy, comforting",Medium,60
Colorful and Flavorful Simple Dough Soup,Salt; Soy sauce; Egg; Tomato; Small shiitake mushrooms; Black fungus; Flour; Lean pork mince,"Step 1: Score the tomato skin with a cross, blanch in hot water, and peel. Step 2: Dice the tomatoes. Step 3: Soak and chop shiitake mushrooms and black fungus. Step 4: Dice the greens. Step 5: Mix flour with a little water into small dough crumbles. Step 6: Heat oil, stir-fry tomato until juicy, then add mushrooms, fungus, and greens. Add salt and soy sauce, stir-fry briefly. Step 7: Add water and bring to a boil, then slowly drop in the dough crumbles. Step 8: When the dough floats, pour in beaten egg along the edge. Step 9: Add chopped greens and a few drops of sesame oil, optional vinegar to taste. Step 10: A colorful, delicious, and easy soup that’s hearty and satisfying.","Savory, tangy, hearty, comforting",Easy,25
Quick Basil Chicken Bites for the Whole Family,Chicken thighs; Fresh basil; Salt; Black pepper; Ginger; Cooking wine; Olive oil or corn oil,"Step 1: Debone chicken thighs, cut into small pieces, and pat dry. Step 2: Wash and dry basil leaves, grate ginger. Step 3: Marinate chicken with ginger, salt, pepper, and wine, mix well. Step 4: Add olive oil and refrigerate for 3 hours. Step 5: Heat a little oil, stir-fry chicken on high heat. Step 6: When chicken turns white, add basil leaves, stir-fry 3 more minutes. Step 7: Increase to high heat to reduce the sauce, plate, and garnish with basil.","Fragrant, savory, herby, light",Easy,25
Butter Chiffon Cake,Egg yolk; Sugar; Salt; Butter; Milk; Cake flour; Egg white; Sugar; Lemon juice,"Step 1: Separate yolks and whites, add 10g sugar and 1g salt to yolks. Step 2: Beat until thick and creamy. Step 3: Heat milk and butter. Step 4: Warm to 60–70°C over low heat. Step 5: Gradually add to yolk mixture while whisking. Step 6: Sift in flour and mix. Step 7: Keep the yolk batter warm around 40–50°C. Step 8: Whip egg whites with lemon juice. Step 9: Gradually add sugar and whip to stiff peaks. Step 10: Fold part of whites into yolk batter, then combine. Step 11: Pour into mold and bake at 145°C for 45 min. Step 12: Cool before removing.","Buttery, airy, light, sweet",Medium,60
Simple and Delicious Fried Rice,Rice; Cucumber; Sausage; Egg; Salt; MSG; Thirteen-spice seasoning,"Step 1: Dice sausage and cucumber. Step 2: Scramble eggs and set aside. Step 3: Heat oil and stir-fry rice. Step 4: Add sausage, cucumber, salt, MSG, and thirteen-spice. Step 5: Stir well, add shrimp or scallions if desired, serve hot.","Savory, aromatic, home-style, satisfying",Easy,15
Home-style Stir-fried Eggplant,Eggplant; Soy sauce; Salt; Garlic; Tomato; Green onion; Chicken essence; Pork belly,"Step 1: Peel and slice eggplant. Step 2: Prepare minced garlic and chopped scallion. Step 3: Slice pork belly. Step 4: Dice tomato. Step 5: Fry pork until fat renders. Step 6: Add garlic and stir-fry. Step 7: Add soy sauce and tomato, cook until saucy. Step 8: Add eggplant, stir-fry until soft. Step 9: Season with salt and chicken essence, sprinkle scallions before serving.","Savory, rich, umami, comforting",Easy,20
Braised Crucian Carp (Non-Fried Method),Sesame paste; Peanut butter; Dark soy sauce; Green onion; Garlic; Chili; White sesame; Chili flakes; Vinegar; Salt; Sugar; Light soy sauce; Cucumber; Carrot; Green pepper; Wood ear fungus; Ham,"Step 1: Boil chicken breast with ginger, scallion, salt, and wine for 15 min, cool and shred. Step 2: Mix sesame paste and peanut butter (2:8), dilute with water, and color with soy sauce. Step 3: Heat oil, pour over aromatics and seasonings, then mix into sesame sauce. Step 4: Cook noodles and shred all vegetables. Step 5: Mix noodles with sauce, chicken, and vegetables, toss and serve chilled.","Nutty, spicy, refreshing, savory",Medium,30
Yogurt Lychee Freeze,Crayfish tails; Beer; Garlic; Haidilao spicy base,"Step 1: Use frozen crayfish tails directly, no need to thaw. Step 2: Smash a garlic head. Step 3: Heat oil until hot, add garlic, then crayfish. Step 4: Pour in half a bottle of beer, cook on high heat. Step 5: Add one pack of Haidilao base, simmer until flavorful. Step 6: Once the sauce thickens and the crayfish are well-colored, plate and serve. Optional: Mix leftover sauce with cold cucumber salad and chopped garlic for extra flavor.","Spicy, garlicky, rich, bold",Medium,25
Jasmine Lychee Drink,Small oysters; Egg; Sweet potato starch; Chopped scallions; Salt; White pepper powder; Light soy sauce/Fish sauce,"Step 1: Add 2 spoons of cornstarch to a box of small oysters and rub to clean them thoroughly. Step 2: Mix well: Chopped scallions (essential for flavor), 1 large scoop of sweet potato starch, appropriate amounts of salt, white pepper powder, a few drops of light soy sauce (good substitute if fish sauce is unavailable). Add a little clear water if needed (skip if the mixture is wet enough). Step 3: Pour oil into a non-stick pan. Pour the oyster mixture and fry slowly over low heat (patience is key). Once set, flip the omelet (use two spatulas, as it's difficult). Step 4: Once both sides are golden brown, pour the egg liquid around the omelet and fry until cooked. (One egg is enough for garnish; more will overshadow the oysters.) Step 5: The finished omelet is served! Fragrant scallions, soft/sticky sweet potato starch, fresh oysters, and egg are a perfect match. Make sure to fry it until slightly crispy—the crispy, soft, and sticky texture is delicious!","Savory, Fresh (Oyster), Aromatic (Scallion), Slightly Salty, Crispy/Sticky Texture",Medium,20 - 25 Minutes
Japanese Milk Bread (Adapted from Beautiful Teacher),Egg; Ground pork; Flour; Water; Salt; Ketchup; Yeast; Cooking oil; Barbecue seasoning; Thirteen Spices; Parsley garlic salt; Salt and pepper; Corn kernels,"Step 1 (Batter): Mix batter (add flour if too much water, add water if too much flour). A bowl of batter/water (about half a bowl of water) makes about 4 patties. The consistency should be like yogurt (thicker batter makes the patty thicker but harder to cook; thinner batter makes the outer layer thinner and easier to spread). Add 1 spoon of salt, a little salt and pepper (for flavor), and about 0.5g of yeast. Step 2 (Meat Filling): I used about 100g of ground pork for 4 patties. Season very casually: parsley garlic salt, Thirteen Spices, salt, light soy sauce, salt and pepper, scallions, minced ginger, and white pepper powder. (I even added a tiny bit of millet chili.) Step 3 (Fry): The secret to frying is plenty of oil! You must spread a layer of oil on the bottom. Do not just spray oil, or the batter will burn immediately. Pour the batter into the pan. After a few seconds, pour in the egg liquid (I used 2 eggs for 4 patties). You can pre-pat the ground pork into patties and shallow-fry them to cook faster, or just drop them into the egg liquid. Add corn kernels. When one side is almost done, pour the batter into the empty section of the pan, let it set, then flip the meat-side onto the new batter layer to finish frying. Tip: While frying, gently slide a small spoon around the edges to prevent sticking. Sprinkle with barbecue seasoning and serve with ketchup!","Savory, Meaty, Rich (Egg), Slightly Sweet (Ketchup), Aromatic (Spices)",Medium,25 - 35 Minutes
Wasabi Stir-fried Scallop Skirts,"Water; High-gluten flour; Yeast; Salt; Adapted Ingredients: Water (220g), Dry yeast (2g), Bread flour (250g), Whole wheat flour (70g), Salt (6g)","Step 1: Adapt the recipe: Water (220g), dry yeast (2g), bread flour (250g), whole wheat flour (70g), salt (6g). Mix water and yeast first, then add all flour and salt. Use a spoon to mix until no dry flour remains. Cover and wait 30 minutes. Wet your hand, pull and fold the edges of the dough toward the center, then flip. Cover and wait another 30 minutes. Repeat the pull-and-fold. Cover and refrigerate overnight. The next day, let it come to room temperature, divide into 6 portions, roll into balls, and rest for 10 minutes. Shape, place on a baking sheet, and proof until 2× the size. Bake at 200∘C for 30 minutes.","Earthy (Whole Wheat), Mild, Simple, Crusty",Easy,40 - 50 Minutes (Bake/Shape) + Overnight (Cold Proof)
Taro and Coconut Sago Dessert (Simplified),Bell peppers; Salt; Black pepper (crushed); Olive oil,Step 1: Drain the bell peppers and cut them into strips. Roast in the oven at 220∘C for 20−25 minutes. Step 2: Sprinkle evenly with salt and black pepper and let cool. Step 3: Cover the cooled peppers with olive oil and refrigerate overnight.,"Savory, Slightly Sweet (Pepper), Earthy (Olive Oil), Peppery",Very Easy,30 - 40 Minutes (Cook) + Overnight (Chill)
Okra,"Pork kidney; Pickled chili (Pao Jiao); Garlic; Ginger; Chives; Dark soy sauce, Light soy sauce, White pepper powder, Salt","Step 1: Soak the sliced pork kidney in beer for a while, rub it, then rinse thoroughly with water multiple times. Marinate with dark soy sauce, light soy sauce, oyster sauce, white pepper powder, and salt. Step 2: Prepare shredded ginger, chili peppers, minced garlic, chives, and an appropriate amount of pickled chili. Step 3: Heat oil in the wok. Add the pork kidney and stir-fry quickly over high heat for a few seconds, then remove. Heat oil in the wok again. Sauté ginger, garlic, chili, and pickled chili until fragrant. Add the kidney back. Add the chives and stir-fry a few times before serving.","Sour, Spicy, Savory, Garlicky, Tender/Crisp (Kidney)",Medium,20 - 25 Minutes (Excludes soaking/marinating)
Stir-fried Crispy Wuchuan Fish,Ground pork; Light soy sauce; Dark soy sauce; Cooking wine; Salt; Minced ginger; Minced scallions; White pepper powder; Sichuan peppercorn powder; Hot oil (cooled for 1 min); Sesame oil; Water; Cowpea (Long bean); Flour; Yeast; Sugar; Water,"Step 1 (Filling): 1. Add dark soy sauce, light soy sauce, cooking wine, and salt to the meat filling. Top with minced ginger, scallions, white pepper powder, and Sichuan peppercorn powder. Pour hot oil over the seasonings to activate them. 2. Stir the filling clockwise with a spoon until resistance is felt. 3. Pour 70ml of water into the filling in 3 additions, stirring until no resistance is felt. 4. Pour in sesame oil and mix well. 5. Refrigerate for 1 hour or overnight. Step 2 (Cowpea): Blanch the cowpea to prevent raw toxins. 1. Cut the cowpea in half. Put into boiling water. 2. Add salt and oil (to keep the cowpea green). 3. Boil for 1 minute, remove, and rinse with cold water. 4. Mince or dice the cowpea. Step 3 (Dough/Steam): 1. Mix 150g of flour with yeast. Dissolve sugar in 70ml of warm water. Knead into a dough. 2. Proof until 2× the size. Punch down and start wrapping. 3. Place the buns in the steamer (cold water). Turn the heat to the lowest setting to gradually warm and allow the buns to proof a second time. 4. Once the water boils, switch to medium heat for 7 minutes. Turn off the heat, cover for 2 minutes, then serve. Step 4 (Note): The cowpea remains green and appetizing. Blanch just until cooked, not too long.","Savory, Aromatic (Pork/Oil), Slightly Spicy/Numbing (Spices), Soft/Fluffy (Bun)",Medium,60 - 80 Minutes (Excludes chilling/proofing)
Shantou Summer Herbal Jelly (Seaweed Jelly),Lean pork; Ginger; Cauliflower; Sweet potato starch,"Step 1: Marinate the lean pork, then add a small amount of sweet potato starch. Step 2: (Visual check: looks too dry.) Step 3: Add a little water. Step 4: Water is boiling. Step 5: Add the sliced meat. Step 6: Add seasoning (any instant noodle seasoning packet available). Step 7: Cooked and ready.","Savory, Light, Simple, Clear Broth",Easy,15 - 20 Minutes
Shaanbei Buckwheat Noodle Dumplings,Crucian carp (Ji Yu); Peanut oil; Rock sugar; Sichuan peppercorns; Star anise; Cassia bark (Cinnamon stick); Bay leaf; Scallion segments; Ginger; Garlic; Doubanjiang (Fermented chili bean paste); Light/Dark soy sauce; Vinegar,"Step 1: Heat oil. Add rock sugar and fry over low heat until caramelized. Add Sichuan peppercorns and stir-fry until fragrant. Add Doubanjiang and vinegar. Add boiling water for braising. Step 2: After the water boils, add the cleaned crucian carp (water level should be even with the fish). Bring to a boil again. Step 3: Add scallion segments, ginger slices, garlic, bay leaf, star anise, cassia bark, salt, light soy sauce, and dark soy sauce for color. Step 4: Simmer for about 15 minutes (minimize turning the fish as the flesh is fragile). Reduce the sauce, drizzle with sesame oil, and sprinkle with cilantro before serving.","Savory, Umami, Rich, Slightly Sweet and Tangy, Aromatic",Medium,30 - 40 Minutes
Plum and Bayberry Syrup (Easy Rice Cooker Version),Lychees; Yogurt (Suan Nai),"Step 1 (Prep): (Process description only.) Peel and pit the lychees. Use a small knife to cut around the pit, then use a toothpick to gently remove it. Step 2 (Freeze): Stuff the pitted lychees with yogurt using a small spoon. Place them in a freezer-safe container (I used an ice tray). Freeze for 2 hours or more. Step 3 (Serve): Let it warm up slightly for a few minutes before eating. The best texture is when the yogurt is half-melted, which gives a ""bursting"" sensation. Step 4 (Note): (Keep the shell on for photos, but remove for eating.)","Sweet, Tangy (Yogurt), Iced, Fruity, Refreshing",Very Easy,5 Minutes (Prep) + 2+ Hours (Freeze Time)
Coconut Water Chestnut Layer Cake (500g flour makes two 10-inch cakes),Lychees; Simple syrup; Ice cubes; Jasmine tea; Milk,"Step 1 (Prep): Peel and pit the lychees. Put them into a shaker cup, filling to about 300ml. Use a muddler to smash them (or crush them for juice). Step 2: Brew the Jasmine tea. Step 3: Pour the Jasmine tea, milk, and crushed lychee juice into a larger container. Add 2 scoops of simple syrup (using a standard spoon). Mix well. Step 4 (Chill): Freeze. If you have ice cubes, add them directly. If not, cover with plastic wrap and chill in the refrigerator.","Sweet, Floral (Jasmine), Creamy (Milk), Fruity (Lychee), Iced",Easy,20 - 30 Minutes (Excludes brewing/chilling)
Beef Mapo Tofu (Beginner),"Tangzhong (Pre-Dough): High-gluten flour, Fresh yeast, Ice water, Sea salt; Main Dough: High-gluten flour, Sugar, Whipping cream, Honey, Condensed milk, Water, Sea salt, Fresh yeast, Unsalted butter","Step 1 (Tangzhong): Mix Tangzhong ingredients. Mix on low speed (level 3) for 2 minutes until combined. Increase to medium speed (level 6) for 4 minutes until smooth and 50% developed. The dough should be non-sticky, smooth, elastic, and about 26∘C. Shape into a round, seal, and cold-ferment in the refrigerator for 12-17 hours. Volume should increase by 2-2.5×. (Web-like structure when torn is normal). Step 2 (Main Dough): Dissolve all liquids first: Water + Sugar + Cream + Condensed milk + Honey. Freeze for 30 minutes to 1 hour. Add all ingredients except sea salt, butter, and yeast (including Tangzhong + high-gluten flour + frozen liquids) to the stand mixer. Mix on low speed until combined. Add yeast and mix on high speed until a thick film forms. Add butter and salt and beat until a thin film forms. Dough temperature should be 24∘C - 26∘C. Round the dough (wet hands with water). First Proof (Bulk Fermentation): At room temperature (26∘C - 28∘C) for 30-40 minutes, until the volume is about 1.5×. Divide the dough (into 4 portions of about 240g for 2×450g loaves). Fold the edge to the center, gently pat down to expel gas. Repeat. Round it up. Rest for 20 minutes (use A/C at 24∘C - 26∘C in summer). Shape: Pat down with dry hands to expel gas, flatten into a round about 17-18cm diameter, pull into a rectangle. Fold the sides to the center (like folding a blanket), fold in half again, gently roll flat, flip, and roll into a cylinder. Place in a low-sugar loaf pan. Final Proof: 35∘C - 36∘C with 80% humidity for 60 minutes, until it reaches 80% fill (highest point is 2cm from the top). Convection Oven: 150∘C for 25 minutes. Home Oven: Top 100∘C, Bottom 180∘C, lowest rack, 25 minutes (max 30 mins). Increase temperature if it doesn't brown, do not extend time.","Sweet, Rich Dairy, Soft, Fluffy, Complex (from Tangzhong)",Hard,1 hour 45 mins (Mix/Shape/Bake) + 12 - 17 Hours (Cold Proof) + 1 hour (Final Proof)
Boiled Lamb Ribs (with Lamb Noodle Soup),Garlic; Ginger; Dried chili; Millet chili; Cooking wine; Light soy sauce; Sugar; Oyster sauce; Wasabi (Mustard); White pepper powder; Scallops or scallop skirts,"Step 1: Mince the garlic, slice the ginger, and chop the millet chili and dried chili. Step 2: Mix oyster sauce, light soy sauce, wasabi, white pepper powder, and a little sugar. Add a little water to form a sauce. Step 3: Wash the scallop skirts. Blanch in boiling water for 10+ seconds and drain. Step 4: Heat oil. Sauté ginger, garlic, dried chili, and millet chili until fragrant. Add the scallop skirts and the prepared sauce. Stir-fry a few times, then serve. (Add cilantro before serving if desired.)","Savory, Umami (Seafood/Oyster Sauce), Pungent (Wasabi), Spicy (Chili)",Easy,15 - 20 Minutes
Baby鈥檚 Favorite Mashed Potatoes (Xiaomei version),Sago; Coconut cream; Yellow rock sugar; Taro; Sugar; Water,"Step 1: Dice the taro. Add a small amount of water and 3 spoons of sugar. Cook until tender in a rice cooker. Step 2: Pour sago into boiling water, stir clockwise. Boil for 10 minutes, turn off the heat, cover and let it sit until no white center remains. Drain and rinse several times. Step 3: Re-boil a pot of water. Add the rinsed sago and a piece of yellow rock sugar. Bring to a boil, then add the cooked taro. Step 4: Pour in coconut cream. Let it cool and serve! Step 5: Only subtly sweet, guilt-free!","Sweet, Creamy, Tropical, Mildly Sweet",Easy,45 - 60 Minutes (Excludes rice cooker/cooling time)
